restaurant_id,restaurant_name,city,cuisine_type,rating
2718,Skinner Ltd,Lake Darrylside,Biryani,4.8
2719,Martin PLC,Watsonfort,Biryani,4.3
2720,Gonzalez PLC,Port Brianville,Chinese,4.8
2721,Mccoy Group,Port Lisaborough,North Indian,4.0
2722,Gomez and Sons,Micheleberg,Biryani,4.1
2723,"Garcia, Brown and Garcia",Lake Amandaport,Fast Food,4.8
2724,Thompson-Rogers,North Derek,Italian,4.8
2725,"Perry, Parks and Roberts",Cameronville,Fast Food,3.9
2726,Shepard-Mack,Willistown,North Indian,3.5
2727,Smith-Bryant,Jonathantown,Chinese,3.8
2728,"Barnes, Rodriguez and Harrison",Jameschester,Biryani,3.8
2729,Roberts and Sons,New Desireeburgh,Fast Food,3.6
2730,Morris-Adams,Michaelmouth,South Indian,3.5
2731,"Rogers, Burns and Lambert",Port Laura,Italian,4.7
2732,Meyers-Farmer,Romanbury,Fast Food,3.1
2733,"Simmons, Chan and Taylor",Markbury,Italian,4.4
2734,Calderon PLC,South Charlestown,Biryani,3.3
2735,Williams-Barnett,New Kari,South Indian,3.7
2736,Wilson-Miller,Vargasborough,Chinese,3.1
2737,"Maldonado, Williams and Clayton",North Lisahaven,Chinese,3.5
2738,Willis Ltd,Lake Dianaburgh,South Indian,4.5
2739,Tucker-Johnson,South Jason,Italian,4.8
2740,Hawkins Group,Herreraberg,Biryani,3.4
2741,"Smith, Miller and Nelson",Petershaven,Fast Food,3.9
2742,"Brown, Harris and Lloyd",Mckinneychester,South Indian,3.9
2743,Blackburn PLC,North Brooke,North Indian,4.7
2744,Mills Ltd,New Teresahaven,Italian,4.5
2745,Copeland-Meyer,Garciabury,Chinese,4.0
2746,"Curry, Mitchell and Vaughn",Melanieborough,South Indian,4.3
2747,"Haynes, Simpson and Hampton",Simpsonview,Chinese,4.7
2748,Cain-Santos,New Joshuastad,Italian,3.0
2749,Strickland-Stevens,Herreraport,Chinese,3.8
2750,French-Casey,North Brandifort,South Indian,4.8
2751,Mccullough LLC,Lake Brian,Italian,4.5
2752,Smith-Mendez,Williamhaven,North Indian,4.1
2753,Burns PLC,Goodmanhaven,South Indian,4.1
2754,Rodriguez-Brown,Port Rachel,Fast Food,3.7
2755,Barber-Gentry,Port Michaelstad,Biryani,4.0
2756,"Lambert, Barber and Riley",Rebeccaton,South Indian,4.3
2757,Pace LLC,Flynnhaven,Italian,3.8
2758,Estrada PLC,New Andrea,Biryani,4.4
2759,"Turner, Eaton and Washington",Lewiston,South Indian,4.7
2760,Burnett and Sons,Port Charles,North Indian,3.3
2761,Hale-Russo,Lake Jonathanfort,North Indian,3.9
2762,Wilkins Inc,Murphyburgh,Fast Food,3.8
2763,Molina-Cobb,Lake Danielle,Chinese,4.4
2764,Bailey-Cardenas,Vanessabury,Biryani,3.5
2765,"Rodgers, Miller and Rogers",Lake Barbarafurt,Italian,4.3
2766,"Jackson, Dawson and Campbell",Mahoneychester,Italian,4.8
2767,Henderson-Bell,West Kendra,Chinese,3.8
2768,"Proctor, Scott and Rodriguez",Port Erinstad,North Indian,4.8
2769,"Rice, Roberson and Sullivan",Muellerville,North Indian,5.0
2770,Palmer LLC,Greenmouth,South Indian,3.2
2771,"Bauer, Parrish and Garcia",East Victor,Fast Food,3.5
2772,Hahn-Cowan,Meyersfurt,Biryani,4.9
2773,"Harper, Jackson and Moore",Lynchburgh,Fast Food,4.9
2774,Cochran Ltd,Williamfort,Fast Food,3.2
2775,Phillips-Foster,Amandatown,South Indian,3.0
2776,Harmon-Cooper,East Ericfort,Fast Food,3.3
2777,"Murphy, Reynolds and Dunn",Port Shannon,Chinese,5.0
2778,"Valdez, Brooks and Gilmore",Lake Charlesport,South Indian,3.4
2779,"Lutz, Williams and Beltran",North Davidburgh,Chinese,4.0
2780,Mcknight Ltd,Jamesborough,South Indian,4.7
2781,"Edwards, Hernandez and Edwards",East Isabella,Fast Food,3.0
2782,Church-Chen,Brownmouth,Chinese,4.2
2783,"Smith, Miller and Cohen",South Kristin,Chinese,3.6
2784,Clark-Hill,Lake Blake,Chinese,4.7
2785,Norton PLC,South Jessicafort,South Indian,3.6
2786,Jones Ltd,West Morgan,Italian,4.4
2787,Jones Ltd,New Michael,Fast Food,4.3
2788,Kim-Patel,Rayview,Chinese,3.4
2789,Harris-Larson,Briannaport,Biryani,3.1
2790,"Williamson, Hardy and Hill",Sheltonfort,Italian,3.8
2791,"Scott, Robbins and Young",East Tracyberg,Biryani,3.6
2792,"Reid, Gibson and Boyle",Morenoberg,Fast Food,4.6
2793,Flores PLC,West Ryan,Fast Food,4.6
2794,Mathews-George,Stevenfurt,Chinese,3.9
2795,Gilbert Inc,Lake Christopher,Chinese,4.2
2796,Harper-Foley,Tinafurt,South Indian,4.2
2797,"Weber, Gregory and Bell",East Ashley,Italian,4.7
2798,"Graham, Friedman and Martinez",East Karenview,Italian,3.9
2799,Hartman and Sons,New Paul,Chinese,3.6
2800,Cox and Sons,South Cynthiaport,Fast Food,3.5
2801,Bell LLC,East Heatherfort,Chinese,4.1
2802,Smith-Roth,North Edward,Fast Food,3.9
2803,"Reyes, Chapman and Fuller",Rhondaburgh,Fast Food,3.9
2804,"Martin, Roberson and Anderson",Debratown,Chinese,3.2
2805,"Leblanc, Bell and Ibarra",Blevinsville,North Indian,4.4
2806,Simmons-Wright,Lake Joseph,Italian,3.4
2807,Hill-Nguyen,North Annmouth,Biryani,3.4
2808,"Eaton, Smith and Baker",Gonzalezchester,Fast Food,3.8
2809,Sloan-Webster,Petersonview,Fast Food,3.5
2810,Vazquez-Blair,North Meghan,North Indian,4.2
2811,"French, Shah and Smith",Lake Franciscobury,Biryani,3.7
2812,"Gomez, Evans and Rivera",Lake Mary,South Indian,3.9
2813,"Rodriguez, Wolfe and Sherman",Susanfurt,North Indian,4.1
2814,Combs PLC,New Joann,Biryani,3.4
2815,Smith Inc,East John,North Indian,3.3
2816,"George, Perry and Gray",New Jennifer,Fast Food,4.8
2817,Owens LLC,East Chad,Italian,3.9
2818,"Carpenter, Ortega and Steele",South Andrew,North Indian,3.8
2819,Taylor-Guzman,Port Samantha,South Indian,3.1
2820,Horne Ltd,North Alicia,Chinese,4.0
2821,"Franklin, Reyes and Collins",West Christopherfort,Biryani,4.1
2822,Perry and Sons,South Antonio,North Indian,4.1
2823,Williamson Group,North Robin,North Indian,4.4
2824,Olson-Mckinney,West Paul,South Indian,3.4
2825,Reed-Ramirez,Kimberlyside,Italian,3.5
2826,Lawson Inc,Elizabethmouth,North Indian,4.6
2827,Garcia and Sons,East Johnnymouth,North Indian,4.9
2828,Robinson-Cooper,East Alejandro,Italian,3.3
2829,Reeves and Sons,Port Thomas,South Indian,4.0
2830,"Kramer, Barr and Greene",Lake Marcus,Biryani,3.4
2831,"Fitzgerald, Santana and Smith",New Tiffany,Biryani,3.1
2832,Arnold Group,Serranotown,North Indian,3.7
2833,"Thomas, Branch and Moore",Port Melissamouth,Italian,3.3
2834,Schultz-King,Lake Kristin,North Indian,4.4
2835,Robinson and Sons,Port Kelseyport,Chinese,4.1
2836,"Johnson, Carey and Wilson",Lynchmouth,Biryani,3.3
2837,Ellis-Gibson,Morrisonland,Fast Food,3.0
2838,Davenport Group,North Miranda,Chinese,4.6
2839,"Keller, Thompson and Brock",North Brianmouth,North Indian,3.4
2840,Charles-Graves,Angelaborough,South Indian,4.2
2841,Snyder and Sons,Catherinestad,Biryani,3.7
2842,Sullivan LLC,North Michael,Fast Food,4.2
2843,Leonard-Green,Port Emilytown,Chinese,3.6
2844,Evans-Arnold,Ellisport,Biryani,3.2
2845,"Gould, Howard and Navarro",Mcintoshville,Italian,3.4
2846,Bridges PLC,East Virginia,South Indian,3.4
2847,Smith-Wood,West Linda,Chinese,3.9
2848,Dean-Stevenson,Rebeccaville,Italian,4.3
2849,"Terry, Reed and Powell",Nelsonside,North Indian,3.5
2850,"Hansen, Obrien and Hardy",Chavezmouth,Italian,3.0
2851,Morris-Davis,North Marvinton,Chinese,4.0
2852,Warner-Ramirez,Lake Haley,Chinese,4.2
2853,Stewart Ltd,Goodwinport,North Indian,4.9
2854,"Mejia, Brown and Wilson",Jenkinsborough,Italian,4.2
2855,Martinez-Wilson,South Danielfort,Italian,3.9
2856,Guzman Group,Port Anthonyport,North Indian,4.1
2857,Beck and Sons,New Brian,Italian,4.9
2858,Moreno-Hamilton,Espinozaton,Biryani,4.7
2859,Rice-Taylor,Snyderton,North Indian,3.6
2860,Mccoy Ltd,Nataliefurt,South Indian,3.5
2861,Houston Group,Crystalville,Chinese,3.5
2862,Armstrong Inc,Matthewberg,South Indian,4.0
2863,Little-Black,Hodgesburgh,Biryani,4.5
2864,Hall PLC,Kennedyborough,Biryani,4.0
2865,"Taylor, Hopkins and Smith",Kevintown,Fast Food,3.1
2866,Moran-Moore,Hursttown,Fast Food,4.4
2867,"Myers, Smith and Wall",Lake Kimberlyview,Fast Food,4.6
2868,Torres and Sons,East Brittany,North Indian,3.6
2869,"Cook, Cantrell and Peck",West Carla,Italian,4.3
2870,Webb-Patterson,Wadeland,Biryani,3.9
2871,"Lopez, Torres and Spencer",Port Tyrone,South Indian,4.8
2872,Hardy-Coleman,Oliviashire,South Indian,4.7
2873,Wilson-Johnston,Carterhaven,South Indian,4.1
2874,Cooper Group,Port Eric,South Indian,4.4
2875,"Macdonald, Smith and Webb",Denniston,Fast Food,4.8
2876,Rodriguez-Rodriguez,West Nathan,South Indian,4.0
2877,Melton Group,New Tonyaville,Italian,3.6
2878,Barnes-Webb,Weeksberg,Fast Food,4.5
2879,Cain-Johnson,Hodgeston,South Indian,3.4
2880,Wade Inc,Laurenberg,North Indian,3.8
2881,"Medina, Phillips and Ramsey",Yolandashire,Chinese,4.7
2882,Rodriguez-Blair,Rhodesville,Chinese,4.4
2883,Moreno LLC,Andrewsborough,Chinese,3.8
2884,"Moore, Marsh and Johnson",Port Alexa,Fast Food,3.4
2885,Brown PLC,Richardstad,South Indian,3.7
2886,"Kaiser, Phillips and Thompson",Lake Margaret,Biryani,3.6
2887,"Owens, Hernandez and Harris",Hernandezburgh,Biryani,3.4
2888,Robbins Group,North Melissa,Biryani,4.5
2889,Mcbride and Sons,Port Kathybury,Fast Food,3.5
2890,Elliott-Munoz,Port Lisaland,Italian,3.9
2891,Shaffer-Miller,Dennismouth,North Indian,3.8
2892,"Vasquez, Snyder and Castro",Laurenborough,North Indian,5.0
2893,Hamilton Ltd,West Williamchester,Chinese,3.8
2894,Davis Inc,Cardenasville,Chinese,3.2
2895,"Keller, Mitchell and Torres",South Amanda,Biryani,3.2
2896,Thompson-Roberson,Amyside,Biryani,4.2
2897,Weber-Rodriguez,Port Karen,Chinese,4.2
2898,Andrews Inc,Lake Traci,South Indian,3.8
2899,Gonzalez PLC,Fitzgeraldhaven,Italian,3.9
2900,Davis Group,Carrmouth,Italian,3.1
2901,"Oneal, Rodgers and Hartman",Teresachester,Italian,4.0
2902,Patterson Ltd,North Victor,Italian,4.0
2903,Rodriguez Inc,Thomasport,Chinese,3.3
2904,Hull-Smith,North Victor,North Indian,3.2
2905,Brown LLC,North Charlesmouth,Chinese,3.2
2906,Owens-Bryant,North Stephanieview,Italian,3.2
2907,"Kidd, Herrera and Hopkins",West Jill,Chinese,4.2
2908,"Griffith, Ponce and Nunez",Wattsville,Italian,3.4
2909,"Lewis, Bates and Mcintyre",Port Debrafort,Fast Food,3.5
2910,Smith PLC,Lake Elizabeth,Biryani,3.3
2911,"Shannon, Lopez and Green",Martinezfort,North Indian,4.9
2912,"Salazar, Myers and Moreno",Diazshire,Fast Food,4.7
2913,Smith PLC,South Brooke,South Indian,3.5
2914,Martin-Garcia,Lake Jennifer,Chinese,3.7
2915,"Nichols, Wilson and Alexander",Knightside,South Indian,3.4
2916,"Thompson, Gutierrez and Lopez",North Larry,Chinese,4.0
2917,Brown-Montgomery,East Jeffrey,Biryani,3.0
2918,Duran-Rogers,New Ryanstad,Fast Food,4.3
2919,Mcguire-Robinson,Moraleston,Biryani,4.0
2920,Franco Inc,New Morganland,Italian,4.8
2921,Knight-Wise,Kelseyburgh,Biryani,3.3
2922,Phillips Ltd,North Jared,Biryani,4.6
2923,"Nelson, Smith and Hancock",Karenchester,Italian,4.6
2924,Brown-Campbell,Port Alanview,Chinese,3.3
2925,"Gibson, Perez and Reynolds",New Jackie,Italian,3.8
2926,Bowers-Chen,Jaredtown,Fast Food,3.3
2927,"Walton, Brown and Daniels",Batesburgh,Biryani,3.5
2928,Davis-Gardner,Brittanychester,Italian,3.5
2929,Cox PLC,New Alexis,Biryani,4.1
2930,Mcdonald-Adams,New Dana,Fast Food,3.8
2931,"Stafford, Joyce and Palmer",Dunnmouth,South Indian,4.9
2932,Cole-Branch,Jonathanhaven,Fast Food,3.3
2933,"Ortega, Russo and Baker",New Arthur,North Indian,4.9
2934,Jackson PLC,Harveyview,North Indian,3.5
2935,Johnson Group,West David,North Indian,4.5
2936,Brown Inc,Isaacchester,Biryani,3.7
2937,Cruz Inc,West Bryan,Chinese,3.3
2938,Baker-Spence,Candacehaven,Chinese,4.7
2939,Long-Sims,Elizabethview,Chinese,3.6
2940,Thompson Inc,Port Brett,Biryani,4.3
2941,"Sims, Cruz and Flynn",Richardfort,Fast Food,4.1
2942,"Roman, Myers and Walker",Rossmouth,Chinese,3.9
2943,Williams LLC,Davidborough,South Indian,4.0
2944,Diaz and Sons,South Mark,North Indian,4.5
2945,Perez PLC,Laurietown,Fast Food,3.2
2946,"Owens, Mclean and Mcintyre",South Donald,North Indian,4.3
2947,Torres Group,Port Christian,Chinese,4.8
2948,"Macias, Guerrero and Miles",Juliafurt,Fast Food,3.1
2949,"Rodriguez, Brown and Small",New Monica,Italian,3.3
2950,Stanton-Rodriguez,Wellsborough,South Indian,4.4
2951,Jones-Stevenson,West Frankland,Chinese,3.9
2952,Holland-Smith,South Kevinport,Chinese,3.8
2953,White-Kennedy,Lake Samanthaport,South Indian,3.3
2954,Gomez LLC,Doyletown,South Indian,4.0
2955,Williams and Sons,Garciaside,Italian,3.3
2956,Sanchez-Coleman,Owensville,Chinese,4.0
2957,"Wood, Maldonado and Barrett",Samanthastad,Biryani,4.5
2958,"Castro, Ryan and Hamilton",South Trevortown,Chinese,3.5
2959,Branch-Blake,Jasminside,North Indian,4.0
2960,Allen PLC,West Paulberg,Fast Food,5.0
2961,Hart Inc,Christopherfurt,Fast Food,4.4
2962,"Jacobs, Valdez and Cooley",East Spencer,North Indian,4.7
2963,Hoover Group,East Amy,Fast Food,3.8
2964,Woods-Norman,Mathewschester,South Indian,4.5
2965,"Mcmillan, Howard and Glover",Angelicamouth,Fast Food,3.1
2966,Lynch-Brady,Port Heather,Fast Food,3.2
2967,"Fisher, Freeman and Campbell",Lake Nancy,North Indian,3.4
2968,Sawyer-Ellis,Phillipsbury,Italian,3.8
2969,"Gill, Miller and Martinez",Lake Joannestad,Fast Food,4.7
2970,Cortez-Snyder,New Kari,Biryani,3.7
2971,Burton Group,Douglasborough,Fast Food,4.3
2972,Werner PLC,Royberg,Italian,4.4
2973,Gilbert Ltd,East Dominiqueside,North Indian,4.2
2974,Blevins Ltd,East Lawrence,Italian,3.7
2975,Lewis-Moore,Lake Carlos,North Indian,4.2
2976,"Combs, Ramirez and Smith",South Karen,South Indian,3.7
2977,Garza-Carter,Angelaville,North Indian,3.2
2978,"Allen, Morgan and Peterson",Boydfurt,South Indian,5.0
2979,Harris Group,Martinezshire,South Indian,3.3
2980,Sosa-Kim,Guzmanton,North Indian,3.1
2981,"Adams, Torres and Johns",Whiteton,Biryani,4.8
2982,"Lynn, Patterson and King",Lake Ivanport,Chinese,3.6
2983,Small-Woods,Bushside,North Indian,4.3
2984,Day Group,Mooretown,Fast Food,3.7
2985,Mcguire-Young,Christyburgh,Biryani,3.8
2986,Martinez and Sons,Jesusview,Biryani,3.5
2987,Marquez-Jones,West Joyce,Fast Food,3.7
2988,"Ford, Montes and Fitzgerald",West Andre,Chinese,3.8
2989,"Allen, Callahan and Johnson",West Nancy,Biryani,4.4
2990,Johnson Group,Garrettmouth,South Indian,4.0
2991,Moore-Rodriguez,Port Elijahburgh,Chinese,4.9
2992,"Hayden, Yoder and Cooke",West Alyssaville,Fast Food,3.1
2993,Esparza-Lloyd,Donaldtown,Chinese,4.0
2994,"Tran, Barrett and George",Jonathonstad,North Indian,4.2
2995,"Randall, Scott and Edwards",North Margaret,Chinese,4.8
2996,Rodriguez and Sons,Pierceport,South Indian,3.1
2997,Bentley Group,Lake Sandra,North Indian,4.1
2998,Mitchell-Williams,Maystown,Italian,4.7
2999,"Bennett, Austin and Stevenson",West Mitchell,Fast Food,3.5
3000,"Moses, Jones and Parker",West Lisa,Fast Food,4.8
3001,"Clark, Jackson and Marshall",Lake Josephside,Chinese,3.0
3002,"Tucker, Gonzalez and Reynolds",East Cody,Biryani,4.5
3003,"Collier, Austin and Davis",New Manueltown,North Indian,4.9
3004,Taylor PLC,South Brandonfort,Italian,4.3
3005,"Klein, Miller and Anderson",West Marychester,North Indian,3.9
3006,"Ford, Hardy and Browning",New Brian,Fast Food,3.1
3007,"Washington, Haynes and Brown",Port Michaelside,North Indian,4.8
3008,"Stanley, Cohen and Sharp",Wendychester,Italian,3.9
3009,Powell and Sons,East Christophermouth,Biryani,3.1
3010,"Harris, Bowen and Campbell",East Johnmouth,Chinese,4.4
3011,"Freeman, Rivera and Marquez",Port Christopher,South Indian,4.0
3012,Walker-Hart,Smithville,North Indian,3.2
3013,"Bell, Austin and Moore",Adrienneside,South Indian,3.4
3014,Tran and Sons,Stevenshire,Fast Food,3.1
3015,Lee-Ingram,South Ericatown,Chinese,4.1
3016,"Ponce, Young and Melton",West Justinburgh,Chinese,4.2
3017,Thomas-Jacobs,Kathleenshire,North Indian,4.0
3018,Juarez and Sons,Petermouth,Biryani,4.6
3019,Hunter and Sons,Lisatown,Chinese,4.7
3020,"Harris, Williams and Williams",North Brittanyburgh,North Indian,4.2
3021,Anderson-Cortez,North Donna,North Indian,3.0
3022,Ellis and Sons,Lake Nathaniel,South Indian,4.4
3023,Leach PLC,South Joelshire,Chinese,3.8
3024,Mitchell-Hood,Tiffanytown,North Indian,4.1
3025,Woods-Hunt,Lake Mark,South Indian,4.3
3026,"Byrd, Simpson and West",South Michelle,Italian,3.7
3027,"Green, Matthews and Summers",Evanstown,South Indian,4.8
3028,Lewis Inc,Dukestad,South Indian,3.3
3029,Williams-Gutierrez,Patriciamouth,North Indian,4.3
3030,"Brennan, Webb and Duffy",Kristenville,Fast Food,3.0
3031,Todd-Sutton,Terriview,Fast Food,4.8
3032,Price Group,East Frank,Biryani,3.2
3033,Banks Group,Stephenfurt,Fast Food,3.2
3034,Gilmore PLC,East Melanie,South Indian,3.7
3035,Marshall Group,East Thomasbury,Biryani,3.7
3036,Mcgee LLC,Baileyland,North Indian,3.4
3037,Williams Group,Baileyfort,Chinese,4.2
3038,Dixon and Sons,South Keithshire,South Indian,3.9
3039,"Clark, Howard and Pineda",Lake Patrickberg,South Indian,3.1
3040,"Anthony, Ruiz and Taylor",Port Sharon,Biryani,3.6
3041,Wheeler Inc,Troyside,North Indian,4.6
3042,Byrd-Baldwin,Lynnchester,Italian,4.4
3043,Hill-Snyder,East Jodybury,South Indian,4.4
3044,Pope Ltd,South Katherine,Italian,4.4
3045,Sanders-Craig,Port Shannon,Italian,3.6
3046,"Garcia, Ramos and Lewis",Kellyborough,Fast Food,3.2
3047,"Lawrence, Hammond and Reynolds",South Todd,North Indian,3.5
3048,"Davis, Russell and Jones",Philipberg,Italian,4.7
3049,Henderson Group,Danieltown,North Indian,5.0
3050,Campbell and Sons,Thomasview,Fast Food,4.0
3051,Miller LLC,Scottstad,North Indian,3.0
3052,"Mercer, Rice and Chambers",West Laura,South Indian,3.3
3053,"Chan, Anderson and Moyer",East Rogerfurt,Italian,3.6
3054,Brown PLC,Phillipbury,North Indian,4.2
3055,Garcia Ltd,Port Jessicaberg,Chinese,3.2
3056,Barnes-Cabrera,West Nicholas,North Indian,4.9
3057,Bradley PLC,North Charlesborough,Italian,3.7
3058,"Wade, Silva and Rivera",Williamstad,Fast Food,4.8
3059,"Kelly, Ramirez and Gutierrez",Watsonside,Fast Food,4.6
3060,"Munoz, Henson and Doyle",Petertown,Italian,4.5
3061,Pierce-Taylor,Pamelaview,South Indian,4.2
3062,"Harris, Webb and Thomas",Port Jennifer,South Indian,4.3
3063,Atkins-Cook,Alexanderton,Fast Food,4.3
3064,Mckee-Glass,Lake Kirk,Fast Food,4.3
3065,Williams-Brown,New Williamtown,Italian,4.1
3066,Garza-Strickland,New Robertmouth,South Indian,5.0
3067,Lin-Rodriguez,Mitchellstad,Fast Food,4.5
3068,"Gregory, Winters and Clayton",Lake Savannahton,South Indian,4.6
3069,White-Taylor,East Joshua,Fast Food,4.7
3070,Jackson-Cook,New Dorothyview,North Indian,3.4
3071,Bradley Inc,West Laurenshire,Chinese,3.2
3072,Hill Group,North Brandonborough,Biryani,4.0
3073,Jackson-Monroe,West Andrew,North Indian,4.0
3074,Gomez-Vazquez,Woodsbury,Biryani,4.7
3075,Wood-Hill,Donnastad,Fast Food,3.9
3076,Ballard Inc,Port Andrew,Chinese,4.1
3077,"Escobar, Cooper and Jones",Port Melindaton,Chinese,4.1
3078,"Cobb, Evans and Williams",Jacobbury,Fast Food,3.1
3079,"Page, King and Rogers",Hopkinstown,Fast Food,4.2
3080,Price Ltd,Port Tabitha,South Indian,4.7
3081,Johnson-Fields,Murraytown,Fast Food,3.3
3082,"Baker, Stout and Thomas",South Brandon,Italian,4.2
3083,"Coleman, Bridges and Banks",Longtown,Fast Food,4.2
3084,Brown-Avila,Port Thomasberg,Italian,3.3
3085,Cruz Inc,Youngside,Fast Food,3.2
3086,"Scott, Baker and Gilmore",East Mariaberg,South Indian,5.0
3087,Herrera-Edwards,Vaughnchester,Italian,3.8
3088,Peterson-Knight,Christopherside,North Indian,3.5
3089,"Sullivan, West and Gillespie",East Anthony,Italian,3.3
3090,"Phillips, Ford and Lawson",Danielside,South Indian,4.3
3091,"Kerr, Hurst and Wright",Mooreview,Biryani,4.2
3092,Brown-Joyce,Brianmouth,Italian,4.3
3093,Clarke-Grant,Lake Nicole,Fast Food,3.2
3094,Marquez LLC,East Steve,Fast Food,4.8
3095,Wong PLC,Jacksonborough,Biryani,3.8
3096,"Sanders, Dalton and Curry",Beardbury,South Indian,3.6
3097,Mckenzie-Larson,Collinsburgh,Chinese,3.9
3098,"Hawkins, Robinson and Williams",West Brandon,Fast Food,3.8
3099,Rodgers-Burke,South Hollyton,North Indian,4.7
3100,"Brown, Brown and Forbes",Port Donald,South Indian,4.9
3101,"Harris, Edwards and Alvarez",North Tarastad,Italian,3.6
3102,Tate-Smith,New Michaelatown,Italian,4.7
3103,Harris LLC,New Kyleton,North Indian,4.6
3104,Wiggins-Wallace,East Robertberg,Fast Food,4.9
3105,Lopez LLC,Patriciafort,South Indian,3.5
3106,Cherry-Carr,South Emily,North Indian,4.2
3107,"Bailey, Woodard and Phillips",South Anna,Fast Food,3.5
3108,Landry Group,Millerville,South Indian,4.6
3109,Powell PLC,North Kevin,Italian,3.0
3110,Watson LLC,Jacksonville,South Indian,4.1
3111,Hooper and Sons,Port Kristenfort,Biryani,3.7
3112,Marshall-Adams,Olsenbury,Chinese,3.6
3113,"Hunter, Martin and Goodman",South Billy,South Indian,4.3
3114,Deleon Ltd,Harrisside,Chinese,4.7
3115,Martinez PLC,Leeshire,South Indian,4.2
3116,Foley Inc,Wellsfurt,Chinese,4.7
3117,Reyes Inc,New Angelaland,Biryani,3.5
3118,"Campbell, Miller and Caldwell",Jeremyhaven,Italian,4.0
3119,Jones Group,Port Williamfurt,Fast Food,3.9
3120,Harris-Zuniga,North Alishaville,Chinese,3.0
3121,"Gray, Miller and Hardy",Elizabethtown,Biryani,4.1
3122,"Patterson, Watson and Scott",New Tonyaport,Chinese,4.3
3123,Johnson Group,Lake Marcusmouth,Italian,4.2
3124,"Walker, Johnson and Wright",Waynebury,Chinese,4.5
3125,Allen PLC,Knightstad,Biryani,4.1
3126,"Fields, Bernard and Trujillo",Ramirezfort,Biryani,3.1
3127,Larsen-Simmons,Robinsonmouth,North Indian,3.2
3128,Reed and Sons,West Kellystad,Italian,4.2
3129,Ramsey Ltd,Lake Ian,North Indian,3.5
3130,Hall-Baker,Matthewland,Italian,3.2
3131,"Williams, Robinson and King",Lake Robertbury,Chinese,3.9
3132,Davis Group,East Regina,Biryani,4.1
3133,"Gregory, Johnson and Dyer",West Samantha,North Indian,3.7
3134,"Fisher, Jordan and Thomas",South Lisaton,Chinese,4.4
3135,Webb Group,South Paulburgh,Biryani,4.3
3136,"Best, Lee and Fletcher",Andrewtown,Italian,3.7
3137,Riley PLC,Sandersburgh,Biryani,4.5
3138,Hunter Ltd,Danielberg,Chinese,4.3
3139,Peterson-Ferguson,East Michaelburgh,North Indian,4.3
3140,Dean-Chapman,Dustinland,North Indian,4.1
3141,"Hamilton, Farley and Mosley",Alexanderland,Biryani,3.0
3142,"Dickerson, Hardin and Lynch",Lisahaven,Chinese,4.4
3143,"Schultz, Lewis and Hahn",Andrewsshire,South Indian,3.8
3144,Estrada and Sons,New Amyfurt,Italian,4.9
3145,Huffman-Evans,Leslieville,Italian,4.6
3146,Miller-Lara,South Elizabeth,Chinese,4.2
3147,"Murphy, Marshall and Davis",Allenburgh,South Indian,3.5
3148,Soto PLC,Stephenstad,North Indian,3.4
3149,Hall Ltd,Cohenhaven,Fast Food,3.7
3150,"Scott, Lambert and Mckee",South David,Fast Food,4.0
3151,"Brown, Miles and Stafford",Jacquelineside,Chinese,3.6
3152,White and Sons,Cunninghammouth,South Indian,4.0
3153,Gutierrez-Evans,West Dawnfort,South Indian,3.3
3154,Ramirez-Anderson,Nicolebury,Italian,5.0
3155,Mann Inc,East Matthew,North Indian,3.2
3156,"Cruz, Wilson and Schmidt",Port Kimberly,Biryani,4.9
3157,Howard PLC,Freemanbury,South Indian,4.8
3158,"Castro, Dougherty and Hart",Lake Brandi,Biryani,4.1
3159,Knight-Anderson,Gibsonport,Fast Food,4.4
3160,James-Welch,North Angie,Biryani,3.9
3161,Gentry PLC,New Joshua,North Indian,4.3
3162,Smith Ltd,Reginaborough,North Indian,3.7
3163,Carey-Dunn,Thomasshire,Biryani,3.6
3164,"Burke, Norton and Torres",Port Donna,Chinese,4.2
3165,"Tyler, Taylor and Perry",North Krystal,South Indian,4.0
3166,Garcia PLC,New Danielle,Chinese,4.2
3167,Nunez Group,North Jonathan,Biryani,3.6
3168,Larson and Sons,Wrighttown,South Indian,3.7
3169,"Moore, Simmons and Phillips",East Tara,Italian,3.2
3170,"Hill, Bradley and Hudson",Mcleanbury,Chinese,3.1
3171,Hart Group,West Antoniomouth,Chinese,3.5
3172,Wilson-Campbell,Anthonytown,Biryani,3.1
3173,"Baker, Francis and Graham",Lake Devinburgh,Fast Food,3.2
3174,Ward-Moran,Lopezside,Biryani,4.6
3175,Rollins and Sons,Schmittberg,Chinese,3.1
3176,Delacruz Inc,North Christopher,South Indian,4.3
3177,Estrada Group,Emilystad,Fast Food,3.5
3178,Chavez-Trevino,Port Clinton,Biryani,4.7
3179,"Rice, Gray and Brown",Taylorfurt,Biryani,4.0
3180,Garcia PLC,Blakeshire,Chinese,3.6
3181,Thompson Group,Clarkshire,Chinese,4.0
3182,"Lambert, Owens and Hutchinson",North Mary,Italian,3.8
3183,"Lopez, Kaiser and Pruitt",East Josephshire,Biryani,4.1
3184,Murphy-Myers,Rebeccashire,Chinese,3.2
3185,Ramos Group,South Travis,North Indian,5.0
3186,"Romero, Parks and Osborne",Brittanyberg,Fast Food,3.9
3187,Reid-Stevens,Gillchester,North Indian,3.7
